key,date,c_type,c_title,c_isn,c_isn_valid,c_publisher_std,c_publisher_major,c_apc_model,c_apc_value,c_apc_currency,c_indexing,e_type,e_date,t_update,t_regenerate,t_certainly,t_langmod,t_access,t_first_person,t_second_person,t_recent
velthuizen2023,2023-04-03,Journal,African Security Review,1024-6029,Confirmed,Taylor & Francis,1,Hybrid,3300,USD,Dimensions; Scopus; Web of Science,Stealth revision,NA,0,1,0,0,0,0,0,0
venkatasubbu2022,2022-09-14,Journal,Journal of Knowledge Learning and Science Technology,2959-6386,Confirmed,NA,0,Full,80,USD,Dimensions,NA,NA,0,0,1,0,0,0,0,0
verma2024,2024-01-15,Journal,Intelligent Pharmacy,2949-866X,Confirmed,Elsevier,1,Full,980,USD,Dimensions,NA,NA,1,0,0,0,0,1,0,0
vijay2023,2023-12-08,Journal,Journal of Legal Studies and Research,2455-2437,Confirmed,NA,0,Full,50,USD,Dimensions,NA,NA,1,0,0,0,0,1,0,0
vodnala2024,2024-03-30,Journal,GSC Biological and Pharmaceutical Sciences,2581-3250,Confirmed,NA,0,Full,32,USD,Dimensions,NA,NA,1,0,0,0,0,1,1,1
vyas2023,2023-05-07,Journal,International Journal of New Media Studies,2394-4331,Confirmed,NA,0,Full,70,USD,NA,NA,NA,1,0,0,0,0,1,1,1
vyas2024,2024,Journal,European Economic Letters,2323-5233,Confirmed,NA,0,Full,300,USD,Dimensions,NA,NA,1,0,0,0,0,1,0,0
waghmare2024,2024-02-10,Conference,National Conference on Recent Advancements in Science & Technology,978-81-19-93125-5,Confirmed,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0
wai2022,2022-07-30,Journal,"International Journal of Sports, Yoga and Physical Activity",3005-5083,Confirmed,NA,0,Full,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0
wang2015,2015-07-09,Journal,International Journal of Open Publication and Exploration,3006-2853,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,1
wang2017,2017-07-04,Journal,International Journal of Open Publication and Exploration,3006-2853,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,1
wang2024,2024-04-11,Conference,Asia Conference on Power and Electrical Engineering,9798350309638,Confirmed,IEEE,1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0
watanabe2024,2024-04-09,Journal,International Journal of Climatic Studies,2710-1061,Confirmed,NA,0,Full,150,USD,Dimensions,NA,NA,0,0,1,0,0,0,0,0
williams2021,2021-07-15,Journal,International Journal of Open Publication and Exploration,3006-2853,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0
wilson2024,2024-02-11,Journal,Asian Journal of Multidisciplinary Research & Review,2582-8088,Provisional,NA,0,Full,50,USD,NA,NA,NA,1,0,0,0,0,1,0,0
wu2016,2016-01-12,Journal,International Journal of Open Publication and Exploration,3006-2853,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,1
xiao2023,2023-12,Conference,Priority Directions of Science and Education Development,978-601-08-3715-7,Confirmed,NA,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0
yadav2023,2023-09-01,Journal,Urban Climate,2212-0955,Confirmed,Elsevier,1,Hybrid,3500,USD,Dimensions; Scopus; Web of Science,NA,NA,0,0,1,0,0,0,0,0
yadav2023a,2023-12-08,Conference,IEEE International Conference on ICT in Business Industry & Government,9798350343274,Confirmed,IEEE,1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0
yang2023,2023-08-03,Journal,Resources Policy,0301-4207,Confirmed,Elsevier,1,Hybrid,3530,USD,Scopus; Web of Science; Dimensions,Corrigendum,2023-12-01,0,0,0,1,0,1,0,0
yang2023a,2023-11-02,Conference,International Conference on Electronic Materials and Information Engineering,978-1-5106-7133-1,Confirmed,SPIE,1,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0
yaswanth2023,2023-01-01,Journal,International Journal of Communication and Information Technology,2707-661X,Confirmed,NA,0,Full,55,USD,Dimensions,NA,NA,0,1,0,0,0,0,0,0
yingyu2022,2022-10-03,Journal,International Journal of Research and Review Techniques,3006-1075,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,1
youssef2022,2022-12-01,Journal,International Journal of Humanities and Language Research,2785-9681,Confirmed,NA,0,Full,NA,NA,Dimensions,NA,NA,1,0,0,1,1,1,1,0
youssef2024,2024-01,Journal,Kurdish Studies,2051-4883,Confirmed,NA,0,Full,1099,USD,Web of Science; Scopus (discontinued); Dimensions,NA,NA,0,0,1,0,0,0,0,0
yuwei2023,2023-12-25,Journal,International Journal of Business Management and Visuals,3006-2705,Confirmed,NA,0,Full,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,1
zafar2023,2023-11-30,Journal,Journal of Global Peace and Security Studies,2708-7786,Confirmed,NA,0,Full,100,USD,NA,NA,NA,0,0,1,0,0,0,0,0
zaib2024,2024-02-09,Journal,International Journal of Contemporary Issues in Social Sciences,2959-3808,Confirmed,NA,0,Full,150,USD,NA,NA,NA,1,0,0,0,0,1,0,1
zameer2024,2024-01-19,Journal,Migration Letters,1741-8992,Confirmed,NA,0,Full,800,USD,Scopus (discontinued); ProQuest,NA,NA,1,0,0,0,0,1,1,1
zargoun2024,2024-05-30,Journal,African Journal of Advanced Pure and Applied Sciences,2957-644X,Confirmed,NA,0,Full,90,USD,NA,NA,NA,0,0,0,0,1,1,0,0
zermaniamen2022,2022-12-01,Journal,International Journal of Advances Engineering and Civil Research,2974-4385,Confirmed,NA,0,Full,NA,NA,Dimensions,NA,NA,1,0,0,1,1,1,1,1
zhamankaraeva2023,2023-06-15,Journal,Journal of Actual Problems of Jurisprudence,1563-0366,Confirmed,NA,0,Full,14000,KZT,Dimensions; DOAJ,NA,NA,0,0,0,1,0,1,1,0
zhang2024,2024-02-17,Journal,Surface and Interfaces,2468-0230,Confirmed,Elsevier,1,Hybrid,2360,USD,Web of Science; Scopus; Dimensions,Retraction,2024-05-31,0,0,1,0,0,0,1,0
zhou2023,2023-08-25,Journal,Surface and Coatings Technology,0257-8972,Confirmed,Elsevier,1,Hybrid,3770,USD,Dimensions; Web of Science; Scopus,NA,NA,0,1,0,0,0,0,0,0
zhu2023,2023-05,Conference,"International Conference on Education, Knowledge and Information Management",978-1-63190-421-9,Confirmed,NA,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0
zohuri2023,2023-08-29,Journal,Journal of Material Sciences & Manufacturing Research,2754-4915,Confirmed,NA,0,Full,3619,USD,Dimensions,NA,NA,1,0,0,0,0,1,0,0
zoirova2023,2023-11-30,Journal,Economic Development and Analysis,2992-877X,Confirmed,NA,0,Full,400000,UZS,Dimensions,NA,NA,0,0,1,0,0,0,1,0
